
Iteration 1 | Loss 0.17329 | Acc 0.6250
Iteration 515 | Loss 0.17329 | Acc 0.3750
Iteration 516 | Loss 0.17329 | Acc 0.5000
Iteration 517 | Loss 0.17329 | Acc 0.5625
Iteration 518 | Loss 0.17329 | Acc 0.5625
Iteration 519 | Loss 0.17329 | Acc 0.4375
Iteration 520 | Loss 0.17329 | Acc 0.3125
Iteration 521 | Loss 0.17329 | Acc 0.5000
Iteration 522 | Loss 0.17329 | Acc 0.6250
Iteration 523 | Loss 0.17329 | Acc 0.3125
Iteration 524 | Loss 0.17329 | Acc 0.5000
Iteration 525 | Loss 0.17329 | Acc 0.5000
Iteration 526 | Loss 0.17329 | Acc 0.5000
Iteration 527 | Loss 0.17329 | Acc 0.5000
Iteration 528 | Loss 0.17329 | Acc 0.4375
Iteration 529 | Loss 0.17329 | Acc 0.3750
Iteration 530 | Loss 0.17329 | Acc 0.3125
Iteration 531 | Loss 0.17329 | Acc 0.5625
Iteration 532 | Loss 0.17329 | Acc 0.6250
Iteration 533 | Loss 0.17329 | Acc 0.6250
Iteration 534 | Loss 0.17329 | Acc 0.5625
Iteration 535 | Loss 0.17329 | Acc 0.7500
Iteration 536 | Loss 0.17329 | Acc 0.2500
Iteration 537 | Loss 0.17329 | Acc 0.6875
Iteration 538 | Loss 0.17329 | Acc 0.3125
Iteration 539 | Loss 0.17329 | Acc 0.5000
Iteration 540 | Loss 0.17329 | Acc 0.5000
Iteration 541 | Loss 0.17329 | Acc 0.5000
Iteration 542 | Loss 0.17329 | Acc 0.4375
Iteration 543 | Loss 0.17329 | Acc 0.3125
Iteration 544 | Loss 0.17329 | Acc 0.5000
Iteration 545 | Loss 0.17329 | Acc 0.3750
Iteration 546 | Loss 0.17329 | Acc 0.4375
Iteration 547 | Loss 0.17329 | Acc 0.2500
Iteration 548 | Loss 0.17329 | Acc 0.3125
Iteration 549 | Loss 0.17329 | Acc 0.6250
Iteration 550 | Loss 0.17329 | Acc 0.3125
Iteration 551 | Loss 0.17329 | Acc 0.6875
Iteration 552 | Loss 0.17329 | Acc 0.5625
Iteration 553 | Loss 0.17329 | Acc 0.5625
Iteration 554 | Loss 0.17329 | Acc 0.6250
Iteration 555 | Loss 0.17329 | Acc 0.5000
Iteration 556 | Loss 0.17329 | Acc 0.5625
Iteration 557 | Loss 0.17329 | Acc 0.5000
Iteration 558 | Loss 0.17329 | Acc 0.5000
Iteration 559 | Loss 0.17329 | Acc 0.3750
Iteration 560 | Loss 0.17329 | Acc 0.4375
Iteration 561 | Loss 0.17329 | Acc 0.2500
Iteration 562 | Loss 0.17329 | Acc 0.2500
Iteration 563 | Loss 0.17329 | Acc 0.3750
Iteration 564 | Loss 0.17329 | Acc 0.4375
Iteration 565 | Loss 0.17329 | Acc 0.4375
Iteration 566 | Loss 0.17329 | Acc 0.5000
Iteration 567 | Loss 0.17329 | Acc 0.6250
Iteration 568 | Loss 0.17329 | Acc 0.7500
Iteration 569 | Loss 0.17329 | Acc 0.6875
Iteration 570 | Loss 0.17329 | Acc 0.5625
Iteration 571 | Loss 0.17329 | Acc 0.5000
Iteration 572 | Loss 0.17329 | Acc 0.3750
Iteration 573 | Loss 0.17329 | Acc 0.4375
Iteration 574 | Loss 0.17329 | Acc 0.6875
Iteration 575 | Loss 0.17329 | Acc 0.5000
Iteration 576 | Loss 0.17329 | Acc 0.5625
Iteration 577 | Loss 0.17329 | Acc 0.5000
Iteration 578 | Loss 0.17329 | Acc 0.3125
Iteration 579 | Loss 0.17329 | Acc 0.6250
Iteration 580 | Loss 0.17329 | Acc 0.3125
Iteration 581 | Loss 0.17329 | Acc 0.3750
Iteration 582 | Loss 0.17329 | Acc 0.3125
Iteration 583 | Loss 0.17329 | Acc 0.6250
Iteration 584 | Loss 0.17329 | Acc 0.6250
Iteration 585 | Loss 0.17329 | Acc 0.5000
Iteration 586 | Loss 0.17329 | Acc 0.6250
Iteration 587 | Loss 0.17329 | Acc 0.6250
Iteration 588 | Loss 0.17329 | Acc 0.5000
Iteration 589 | Loss 0.17329 | Acc 0.7500
Iteration 590 | Loss 0.17329 | Acc 0.5000
Iteration 591 | Loss 0.17329 | Acc 0.5625
Iteration 592 | Loss 0.17329 | Acc 0.4375
Iteration 593 | Loss 0.17329 | Acc 0.3125
Iteration 594 | Loss 0.17329 | Acc 0.3125
Iteration 595 | Loss 0.17329 | Acc 0.5000
Iteration 596 | Loss 0.17329 | Acc 0.6250
Iteration 597 | Loss 0.17329 | Acc 0.6875
Iteration 598 | Loss 0.17329 | Acc 0.4375
Iteration 599 | Loss 0.17329 | Acc 0.6250
Iteration 600 | Loss 0.17329 | Acc 0.5000
Iteration 601 | Loss 0.17329 | Acc 0.6250
Iteration 602 | Loss 0.17329 | Acc 0.5625
Iteration 603 | Loss 0.17329 | Acc 0.3125
Iteration 604 | Loss 0.17329 | Acc 0.5625
Iteration 605 | Loss 0.17329 | Acc 0.4375
Iteration 606 | Loss 0.17329 | Acc 0.3750
Iteration 607 | Loss 0.17329 | Acc 0.6250
Iteration 608 | Loss 0.17329 | Acc 0.5000
Iteration 609 | Loss 0.17329 | Acc 0.3125
Iteration 610 | Loss 0.17329 | Acc 0.5000
Iteration 611 | Loss 0.17329 | Acc 0.4375
Iteration 612 | Loss 0.17329 | Acc 0.7500
Iteration 613 | Loss 0.17329 | Acc 0.5625
Iteration 614 | Loss 0.17329 | Acc 0.2500
Iteration 615 | Loss 0.17329 | Acc 0.5000
Iteration 616 | Loss 0.17329 | Acc 0.3750
Iteration 617 | Loss 0.17329 | Acc 0.5625
Iteration 618 | Loss 0.17329 | Acc 0.4375
Iteration 619 | Loss 0.17329 | Acc 0.5625
Iteration 620 | Loss 0.17329 | Acc 0.4375
Iteration 621 | Loss 0.17329 | Acc 0.6250
Iteration 622 | Loss 0.17329 | Acc 0.5625
Iteration 623 | Loss 0.17329 | Acc 0.5000
Iteration 624 | Loss 0.17329 | Acc 0.3750
Iteration 625 | Loss 0.17329 | Acc 0.4375
Iteration 626 | Loss 0.17329 | Acc 0.5000
Iteration 627 | Loss 0.17329 | Acc 0.3750
Iteration 628 | Loss 0.17329 | Acc 0.7500
Iteration 629 | Loss 0.17329 | Acc 0.3750
Iteration 630 | Loss 0.17329 | Acc 0.5000
Iteration 631 | Loss 0.17329 | Acc 0.6250
Iteration 632 | Loss 0.17329 | Acc 0.7500
Iteration 633 | Loss 0.17329 | Acc 0.5000
Iteration 634 | Loss 0.17329 | Acc 0.5000
Iteration 635 | Loss 0.17329 | Acc 0.5625
Iteration 636 | Loss 0.17329 | Acc 0.4375
Iteration 637 | Loss 0.17329 | Acc 0.6250
Iteration 638 | Loss 0.17329 | Acc 0.3125
Iteration 639 | Loss 0.17329 | Acc 0.3750
Iteration 640 | Loss 0.17329 | Acc 0.6875
Iteration 641 | Loss 0.17329 | Acc 0.4375
Iteration 642 | Loss 0.17329 | Acc 0.5000
Iteration 643 | Loss 0.17329 | Acc 0.5000
Iteration 644 | Loss 0.17329 | Acc 0.5625
Iteration 645 | Loss 0.17329 | Acc 0.5625
Iteration 646 | Loss 0.17329 | Acc 0.6875
Iteration 647 | Loss 0.17329 | Acc 0.5000
Iteration 648 | Loss 0.17329 | Acc 0.4375
Iteration 649 | Loss 0.17329 | Acc 0.4375
Iteration 650 | Loss 0.17329 | Acc 0.2500
Iteration 651 | Loss 0.17329 | Acc 0.5625
Iteration 652 | Loss 0.17329 | Acc 0.5625
Iteration 653 | Loss 0.17329 | Acc 0.5625
Iteration 654 | Loss 0.17329 | Acc 0.4375
Iteration 655 | Loss 0.17329 | Acc 0.3750
Iteration 656 | Loss 0.17329 | Acc 0.6875
Iteration 657 | Loss 0.17329 | Acc 0.6250
Iteration 658 | Loss 0.17329 | Acc 0.3750
Iteration 659 | Loss 0.17329 | Acc 0.5000
Iteration 660 | Loss 0.17329 | Acc 0.5625
Iteration 661 | Loss 0.17329 | Acc 0.3750
Iteration 662 | Loss 0.17329 | Acc 0.5000
Iteration 663 | Loss 0.17329 | Acc 0.5000
Iteration 664 | Loss 0.17329 | Acc 0.5625
Iteration 665 | Loss 0.17329 | Acc 0.3125
Iteration 666 | Loss 0.17329 | Acc 0.3750
Iteration 667 | Loss 0.17329 | Acc 0.6875
Iteration 668 | Loss 0.17329 | Acc 0.5000
Iteration 669 | Loss 0.17329 | Acc 0.3750
Iteration 670 | Loss 0.17329 | Acc 0.6875
Iteration 671 | Loss 0.17329 | Acc 0.5625
Iteration 672 | Loss 0.17329 | Acc 0.4375
Iteration 673 | Loss 0.17329 | Acc 0.4375
Iteration 674 | Loss 0.17329 | Acc 0.6250
Iteration 675 | Loss 0.17329 | Acc 0.6250
Iteration 676 | Loss 0.17329 | Acc 0.8125
Iteration 677 | Loss 0.17329 | Acc 0.3750
Iteration 678 | Loss 0.17329 | Acc 0.5625
Iteration 679 | Loss 0.17329 | Acc 0.6875
Iteration 680 | Loss 0.17329 | Acc 0.4375
Iteration 681 | Loss 0.17329 | Acc 0.5625
Iteration 682 | Loss 0.17329 | Acc 0.5000
Iteration 683 | Loss 0.17329 | Acc 0.5625
Iteration 684 | Loss 0.17329 | Acc 0.5625
Iteration 685 | Loss 0.17329 | Acc 0.4375
Iteration 686 | Loss 0.17329 | Acc 0.3750
Iteration 687 | Loss 0.17329 | Acc 0.6250
Iteration 688 | Loss 0.17329 | Acc 0.6250
Iteration 689 | Loss 0.17329 | Acc 0.4375
Iteration 690 | Loss 0.17329 | Acc 0.5000
Iteration 691 | Loss 0.17329 | Acc 0.6875
Iteration 692 | Loss 0.17329 | Acc 0.7500
Iteration 693 | Loss 0.17329 | Acc 0.5625
Iteration 694 | Loss 0.17329 | Acc 0.5625
Iteration 695 | Loss 0.17329 | Acc 0.6250
Iteration 696 | Loss 0.17329 | Acc 0.6875
Iteration 697 | Loss 0.17329 | Acc 0.6250
Iteration 698 | Loss 0.17329 | Acc 0.4375
Iteration 699 | Loss 0.17329 | Acc 0.6250
Iteration 700 | Loss 0.17329 | Acc 0.3125
Iteration 701 | Loss 0.17329 | Acc 0.5000
Iteration 702 | Loss 0.17329 | Acc 0.4375
Iteration 703 | Loss 0.17329 | Acc 0.3125
Iteration 704 | Loss 0.17329 | Acc 0.4375
Iteration 705 | Loss 0.17329 | Acc 0.3125
Iteration 706 | Loss 0.17329 | Acc 0.5000
Iteration 707 | Loss 0.17329 | Acc 0.4375
Iteration 708 | Loss 0.17329 | Acc 0.3125
Iteration 709 | Loss 0.17329 | Acc 0.5625
Iteration 710 | Loss 0.17329 | Acc 0.6250
Iteration 711 | Loss 0.17329 | Acc 0.4375
Iteration 712 | Loss 0.17329 | Acc 0.6250
Iteration 713 | Loss 0.17329 | Acc 0.5625
Iteration 714 | Loss 0.17329 | Acc 0.4375
Iteration 715 | Loss 0.17329 | Acc 0.5000
Iteration 716 | Loss 0.17329 | Acc 0.5000
Iteration 717 | Loss 0.17329 | Acc 0.6250
Iteration 718 | Loss 0.17329 | Acc 0.6250
Validation - Iteration 718 | Loss 0.69315 | Acc 0.6160
Iteration 719 | Loss 0.17329 | Acc 0.3750
Iteration 720 | Loss 0.17329 | Acc 0.3750
Iteration 721 | Loss 0.17329 | Acc 0.6250
Iteration 722 | Loss 0.17329 | Acc 0.5000
Iteration 723 | Loss 0.17329 | Acc 0.3125
Iteration 724 | Loss 0.17329 | Acc 0.3750
Iteration 725 | Loss 0.17329 | Acc 0.6250
Iteration 726 | Loss 0.17329 | Acc 0.2500
Iteration 727 | Loss 0.17329 | Acc 0.5625
Iteration 728 | Loss 0.17329 | Acc 0.7500
Iteration 729 | Loss 0.17329 | Acc 0.6250
Iteration 730 | Loss 0.17329 | Acc 0.5000
Iteration 731 | Loss 0.17329 | Acc 0.5000
Iteration 732 | Loss 0.17329 | Acc 0.5625
Iteration 733 | Loss 0.17329 | Acc 0.3125
Iteration 734 | Loss 0.17329 | Acc 0.5625
Iteration 735 | Loss 0.17329 | Acc 0.6250
Iteration 736 | Loss 0.17329 | Acc 0.8125
Iteration 737 | Loss 0.17329 | Acc 0.3750
Iteration 738 | Loss 0.17329 | Acc 0.5625
Iteration 739 | Loss 0.17329 | Acc 0.3750
Iteration 740 | Loss 0.17329 | Acc 0.5625
Iteration 741 | Loss 0.17329 | Acc 0.3750
Iteration 742 | Loss 0.17329 | Acc 0.5625
Iteration 743 | Loss 0.17329 | Acc 0.6250
Iteration 744 | Loss 0.17329 | Acc 0.5000
Iteration 745 | Loss 0.17329 | Acc 0.6875
Iteration 746 | Loss 0.17329 | Acc 0.5625
Iteration 747 | Loss 0.17329 | Acc 0.3125
Iteration 748 | Loss 0.17329 | Acc 0.6250
Iteration 749 | Loss 0.17329 | Acc 0.3750
Iteration 750 | Loss 0.17329 | Acc 0.7500
Iteration 751 | Loss 0.17329 | Acc 0.6250
Iteration 752 | Loss 0.17329 | Acc 0.5000
Iteration 753 | Loss 0.17329 | Acc 0.5625
Iteration 754 | Loss 0.17329 | Acc 0.5625
Iteration 755 | Loss 0.17329 | Acc 0.4375
Iteration 756 | Loss 0.17329 | Acc 0.3750
Iteration 757 | Loss 0.17329 | Acc 0.5000
Iteration 758 | Loss 0.17329 | Acc 0.3750
Iteration 759 | Loss 0.17329 | Acc 0.2500
Iteration 760 | Loss 0.17329 | Acc 0.5625
Iteration 761 | Loss 0.17329 | Acc 0.6250
Iteration 762 | Loss 0.17329 | Acc 0.6875
Iteration 763 | Loss 0.17329 | Acc 0.4375
Iteration 764 | Loss 0.17329 | Acc 0.5625
Iteration 765 | Loss 0.17329 | Acc 0.5625
Iteration 766 | Loss 0.17329 | Acc 0.6875
Iteration 767 | Loss 0.17329 | Acc 0.4375
Iteration 768 | Loss 0.17329 | Acc 0.4375
Iteration 769 | Loss 0.17329 | Acc 0.4375
Iteration 770 | Loss 0.17329 | Acc 0.5000
Iteration 771 | Loss 0.17329 | Acc 0.3750
Iteration 772 | Loss 0.17329 | Acc 0.7500
Iteration 773 | Loss 0.17329 | Acc 0.3750
Iteration 774 | Loss 0.17329 | Acc 0.6250
Iteration 775 | Loss 0.17329 | Acc 0.6250
Iteration 776 | Loss 0.17329 | Acc 0.4375
Iteration 777 | Loss 0.17329 | Acc 0.5000
Iteration 778 | Loss 0.17329 | Acc 0.5000
Iteration 779 | Loss 0.17329 | Acc 0.6250
Iteration 780 | Loss 0.17329 | Acc 0.3750
Iteration 781 | Loss 0.17329 | Acc 0.5000
Iteration 782 | Loss 0.17329 | Acc 0.5000
Iteration 783 | Loss 0.17329 | Acc 0.2500
Iteration 784 | Loss 0.17329 | Acc 0.5625
Iteration 785 | Loss 0.17329 | Acc 0.5625
Iteration 786 | Loss 0.17329 | Acc 0.4375
Iteration 787 | Loss 0.17329 | Acc 0.4375
Iteration 788 | Loss 0.17329 | Acc 0.6875
Iteration 789 | Loss 0.17329 | Acc 0.5625
Iteration 790 | Loss 0.17329 | Acc 0.6875
Iteration 791 | Loss 0.17329 | Acc 0.5625
Iteration 792 | Loss 0.17329 | Acc 0.5625
Iteration 793 | Loss 0.17329 | Acc 0.5625
Iteration 794 | Loss 0.17329 | Acc 0.4375
Iteration 795 | Loss 0.17329 | Acc 0.5625
Iteration 796 | Loss 0.17329 | Acc 0.4375
Iteration 797 | Loss 0.17329 | Acc 0.3750
Iteration 798 | Loss 0.17329 | Acc 0.5625
Iteration 799 | Loss 0.17329 | Acc 0.5000
Iteration 800 | Loss 0.17329 | Acc 0.4375
Iteration 801 | Loss 0.17329 | Acc 0.3125
Iteration 802 | Loss 0.17329 | Acc 0.4375
Iteration 803 | Loss 0.17329 | Acc 0.6250
Iteration 804 | Loss 0.17329 | Acc 0.5000
Iteration 805 | Loss 0.17329 | Acc 0.8125
Iteration 806 | Loss 0.17329 | Acc 0.5625
Iteration 807 | Loss 0.17329 | Acc 0.3125
Iteration 808 | Loss 0.17329 | Acc 0.6250
Iteration 809 | Loss 0.17329 | Acc 0.5625
Iteration 810 | Loss 0.17329 | Acc 0.5000
Iteration 811 | Loss 0.17329 | Acc 0.3125
Iteration 812 | Loss 0.17329 | Acc 0.5000
Iteration 813 | Loss 0.17329 | Acc 0.5000
Iteration 814 | Loss 0.17329 | Acc 0.5000
Iteration 815 | Loss 0.17329 | Acc 0.6875
Iteration 816 | Loss 0.17329 | Acc 0.4375
Iteration 817 | Loss 0.17329 | Acc 0.7500
Iteration 818 | Loss 0.17329 | Acc 0.4375
Iteration 819 | Loss 0.17329 | Acc 0.4375
Iteration 820 | Loss 0.17329 | Acc 0.5625
Iteration 821 | Loss 0.17329 | Acc 0.5000
Iteration 822 | Loss 0.17329 | Acc 0.6875
Iteration 823 | Loss 0.17329 | Acc 0.5625
Iteration 824 | Loss 0.17329 | Acc 0.4375
Iteration 825 | Loss 0.17329 | Acc 0.5000
Iteration 826 | Loss 0.17329 | Acc 0.6875
Iteration 827 | Loss 0.17329 | Acc 0.6875
Iteration 828 | Loss 0.17329 | Acc 0.5625
Iteration 829 | Loss 0.17329 | Acc 0.5625
Iteration 830 | Loss 0.17329 | Acc 0.6875
Iteration 831 | Loss 0.17329 | Acc 0.5625
Iteration 832 | Loss 0.17329 | Acc 0.6250
Iteration 833 | Loss 0.17329 | Acc 0.3750
Iteration 834 | Loss 0.17329 | Acc 0.1875
Iteration 835 | Loss 0.17329 | Acc 0.5000
Iteration 836 | Loss 0.17329 | Acc 0.3750
Iteration 837 | Loss 0.17329 | Acc 0.6875
Iteration 838 | Loss 0.17329 | Acc 0.6250
Iteration 839 | Loss 0.17329 | Acc 0.7500
Iteration 840 | Loss 0.17329 | Acc 0.5625
Iteration 841 | Loss 0.17329 | Acc 0.5625
Iteration 842 | Loss 0.17329 | Acc 0.5000
Iteration 843 | Loss 0.17329 | Acc 0.7500
Iteration 844 | Loss 0.17329 | Acc 0.2500
Iteration 845 | Loss 0.17329 | Acc 0.5000
Iteration 846 | Loss 0.17329 | Acc 0.3125
Iteration 847 | Loss 0.17329 | Acc 0.6875
Iteration 848 | Loss 0.17329 | Acc 0.4375
Iteration 849 | Loss 0.17329 | Acc 0.5000
Iteration 850 | Loss 0.17329 | Acc 0.5000
Iteration 851 | Loss 0.17329 | Acc 0.6875
Iteration 852 | Loss 0.17329 | Acc 0.4375
Iteration 853 | Loss 0.17329 | Acc 0.3750
Iteration 854 | Loss 0.17329 | Acc 0.5625
Iteration 855 | Loss 0.17329 | Acc 0.3750
Iteration 856 | Loss 0.17329 | Acc 0.5000
Iteration 857 | Loss 0.17329 | Acc 0.4375
Iteration 858 | Loss 0.17329 | Acc 0.5625
Iteration 859 | Loss 0.17329 | Acc 0.5000
Iteration 860 | Loss 0.17329 | Acc 0.4375
Iteration 861 | Loss 0.17329 | Acc 0.5000
Iteration 862 | Loss 0.17329 | Acc 0.7500
Iteration 863 | Loss 0.17329 | Acc 0.6875
Iteration 864 | Loss 0.17329 | Acc 0.3125
Iteration 865 | Loss 0.17329 | Acc 0.6250
Iteration 866 | Loss 0.17329 | Acc 0.5625
Iteration 867 | Loss 0.17329 | Acc 0.5000
Iteration 868 | Loss 0.17329 | Acc 0.5000
Iteration 869 | Loss 0.17329 | Acc 0.3125
Iteration 870 | Loss 0.17329 | Acc 0.1250
Iteration 871 | Loss 0.17329 | Acc 0.6250
Iteration 872 | Loss 0.17329 | Acc 0.5000
Iteration 873 | Loss 0.17329 | Acc 0.5625
Iteration 874 | Loss 0.17329 | Acc 0.6250
Iteration 875 | Loss 0.17329 | Acc 0.4375
Iteration 876 | Loss 0.17329 | Acc 0.5000
Iteration 877 | Loss 0.17329 | Acc 0.3750
Iteration 878 | Loss 0.17329 | Acc 0.4375
Iteration 879 | Loss 0.17329 | Acc 0.7500
Iteration 880 | Loss 0.17329 | Acc 0.3750
Iteration 881 | Loss 0.17329 | Acc 0.3125
Iteration 882 | Loss 0.17329 | Acc 0.6875
Iteration 883 | Loss 0.17329 | Acc 0.7500
Iteration 884 | Loss 0.17329 | Acc 0.5625
Iteration 885 | Loss 0.17329 | Acc 0.7500
Iteration 886 | Loss 0.17329 | Acc 0.6875
Iteration 887 | Loss 0.17329 | Acc 0.8125
Iteration 888 | Loss 0.17329 | Acc 0.3125
Iteration 889 | Loss 0.17329 | Acc 0.6250
Iteration 890 | Loss 0.17329 | Acc 0.5000
Iteration 891 | Loss 0.17329 | Acc 0.6250
Iteration 892 | Loss 0.17329 | Acc 0.5625
Iteration 893 | Loss 0.17329 | Acc 0.3750
Iteration 894 | Loss 0.17329 | Acc 0.3750
Iteration 895 | Loss 0.17329 | Acc 0.5000
Iteration 896 | Loss 0.17329 | Acc 0.4375
Iteration 897 | Loss 0.17329 | Acc 0.5000
Iteration 898 | Loss 0.17329 | Acc 0.6250
Iteration 899 | Loss 0.17329 | Acc 0.4375
Iteration 900 | Loss 0.17329 | Acc 0.6250
Iteration 901 | Loss 0.17329 | Acc 0.5625
Iteration 902 | Loss 0.17329 | Acc 0.6250
Iteration 903 | Loss 0.17329 | Acc 0.3750
Iteration 904 | Loss 0.17329 | Acc 0.7500
Iteration 905 | Loss 0.17329 | Acc 0.3125
Iteration 906 | Loss 0.17329 | Acc 0.2500
Iteration 907 | Loss 0.17329 | Acc 0.5000
Iteration 908 | Loss 0.17329 | Acc 0.5000
Iteration 909 | Loss 0.17329 | Acc 0.4375
Iteration 910 | Loss 0.17329 | Acc 0.5625
Iteration 911 | Loss 0.17329 | Acc 0.3750
Iteration 912 | Loss 0.17329 | Acc 0.6250
Iteration 913 | Loss 0.17329 | Acc 0.3125
Iteration 914 | Loss 0.17329 | Acc 0.4375
Iteration 915 | Loss 0.17329 | Acc 0.4375
Iteration 916 | Loss 0.17329 | Acc 0.6250
Iteration 917 | Loss 0.17329 | Acc 0.5000
Iteration 918 | Loss 0.17329 | Acc 0.5625
Iteration 919 | Loss 0.17329 | Acc 0.6875
Iteration 920 | Loss 0.17329 | Acc 0.5000
Iteration 921 | Loss 0.17329 | Acc 0.3750
Iteration 922 | Loss 0.17329 | Acc 0.5625
Iteration 923 | Loss 0.17329 | Acc 0.3750
Iteration 924 | Loss 0.17329 | Acc 0.5625
Iteration 925 | Loss 0.17329 | Acc 0.5625
Iteration 926 | Loss 0.17329 | Acc 0.5000
Iteration 927 | Loss 0.17329 | Acc 0.3125
Iteration 928 | Loss 0.17329 | Acc 0.5625
Iteration 929 | Loss 0.17329 | Acc 0.6250
Iteration 930 | Loss 0.17329 | Acc 0.5625
Iteration 931 | Loss 0.17329 | Acc 0.4375
Iteration 932 | Loss 0.17329 | Acc 0.3750
Iteration 933 | Loss 0.17329 | Acc 0.7500
Iteration 934 | Loss 0.17329 | Acc 0.4375
Iteration 935 | Loss 0.17329 | Acc 0.5625
Iteration 936 | Loss 0.17329 | Acc 0.6875
Iteration 937 | Loss 0.17329 | Acc 0.3750
Iteration 938 | Loss 0.17329 | Acc 0.3750
Iteration 939 | Loss 0.17329 | Acc 0.8750
Iteration 940 | Loss 0.17329 | Acc 0.2500
Iteration 941 | Loss 0.17329 | Acc 0.5625
Iteration 942 | Loss 0.17329 | Acc 0.4375
Iteration 943 | Loss 0.17329 | Acc 0.4375
Iteration 944 | Loss 0.17329 | Acc 0.5000
Iteration 945 | Loss 0.17329 | Acc 0.7500
Iteration 946 | Loss 0.17329 | Acc 0.5000
Iteration 947 | Loss 0.17329 | Acc 0.3750
Iteration 948 | Loss 0.17329 | Acc 0.7500
Iteration 949 | Loss 0.17329 | Acc 0.3125
Iteration 950 | Loss 0.17329 | Acc 0.5625
Iteration 951 | Loss 0.17329 | Acc 0.5625
Iteration 952 | Loss 0.17329 | Acc 0.6250
Iteration 953 | Loss 0.17329 | Acc 0.5000
Iteration 954 | Loss 0.17329 | Acc 0.8125
Iteration 955 | Loss 0.17329 | Acc 0.4375
Iteration 956 | Loss 0.17329 | Acc 0.4375
Iteration 957 | Loss 0.17329 | Acc 0.4375
Iteration 958 | Loss 0.17329 | Acc 0.5000
Iteration 959 | Loss 0.17329 | Acc 0.5625
Iteration 960 | Loss 0.17329 | Acc 0.4375
Iteration 961 | Loss 0.17329 | Acc 0.4375
Iteration 962 | Loss 0.17329 | Acc 0.5000
Iteration 963 | Loss 0.17329 | Acc 0.3750
Iteration 964 | Loss 0.17329 | Acc 0.5625
Iteration 965 | Loss 0.17329 | Acc 0.6250
Iteration 966 | Loss 0.17329 | Acc 0.3750
Iteration 967 | Loss 0.17329 | Acc 0.7500
Iteration 968 | Loss 0.17329 | Acc 0.7500
Iteration 969 | Loss 0.17329 | Acc 0.6250
Iteration 970 | Loss 0.17329 | Acc 0.3125
Iteration 971 | Loss 0.17329 | Acc 0.4375
Iteration 972 | Loss 0.17329 | Acc 0.7500
Iteration 973 | Loss 0.17329 | Acc 0.5625
Iteration 974 | Loss 0.17329 | Acc 0.3125
Iteration 975 | Loss 0.17329 | Acc 0.3750
Iteration 976 | Loss 0.17329 | Acc 0.5000
Iteration 977 | Loss 0.17329 | Acc 0.6875
Iteration 978 | Loss 0.17329 | Acc 0.3125
Iteration 979 | Loss 0.17329 | Acc 0.6250
Iteration 980 | Loss 0.17329 | Acc 0.3750
Iteration 981 | Loss 0.17329 | Acc 0.5625
Iteration 982 | Loss 0.17329 | Acc 0.6875
Iteration 983 | Loss 0.17329 | Acc 0.5000
Iteration 984 | Loss 0.17329 | Acc 0.3125
Iteration 985 | Loss 0.17329 | Acc 0.3750
Iteration 986 | Loss 0.17329 | Acc 0.3125
Iteration 987 | Loss 0.17329 | Acc 0.5625
Iteration 988 | Loss 0.17329 | Acc 0.3125
Iteration 989 | Loss 0.17329 | Acc 0.6250
Iteration 990 | Loss 0.17329 | Acc 0.5625
Iteration 991 | Loss 0.17329 | Acc 0.3125
Iteration 992 | Loss 0.17329 | Acc 0.5625
Iteration 993 | Loss 0.17329 | Acc 0.6250
Iteration 994 | Loss 0.17329 | Acc 0.6250
Iteration 995 | Loss 0.17329 | Acc 0.3125
Iteration 996 | Loss 0.17329 | Acc 0.3125
Iteration 997 | Loss 0.17329 | Acc 0.5625
Iteration 998 | Loss 0.17329 | Acc 0.6875
Iteration 999 | Loss 0.17329 | Acc 0.2500
Iteration 1000 | Loss 0.17329 | Acc 0.5625
Iteration 1001 | Loss 0.17329 | Acc 0.5000
Iteration 1002 | Loss 0.17329 | Acc 0.6875
Iteration 1003 | Loss 0.17329 | Acc 0.5000
Iteration 1004 | Loss 0.17329 | Acc 0.5000
Iteration 1005 | Loss 0.17329 | Acc 0.5625
Iteration 1006 | Loss 0.17329 | Acc 0.5625
Iteration 1007 | Loss 0.17329 | Acc 0.3750
Iteration 1008 | Loss 0.17329 | Acc 0.3750
Iteration 1009 | Loss 0.17329 | Acc 0.5625
Iteration 1010 | Loss 0.17329 | Acc 0.4375
Iteration 1011 | Loss 0.17329 | Acc 0.7500
Iteration 1012 | Loss 0.17329 | Acc 0.5000
Iteration 1013 | Loss 0.17329 | Acc 0.5625
Iteration 1014 | Loss 0.17329 | Acc 0.5000
Iteration 1015 | Loss 0.17329 | Acc 0.6875
Iteration 1016 | Loss 0.17329 | Acc 0.6250
Iteration 1017 | Loss 0.17329 | Acc 0.5000
Iteration 1018 | Loss 0.17329 | Acc 0.5625
Iteration 1019 | Loss 0.17329 | Acc 0.6250
Iteration 1020 | Loss 0.17329 | Acc 0.5000
Iteration 1021 | Loss 0.17329 | Acc 0.3125
Iteration 1022 | Loss 0.17329 | Acc 0.5625
Iteration 1023 | Loss 0.17329 | Acc 0.6250
Iteration 1024 | Loss 0.17329 | Acc 0.3750
Iteration 1025 | Loss 0.17329 | Acc 0.5000
Iteration 1026 | Loss 0.17329 | Acc 0.5000
Iteration 1027 | Loss 0.17329 | Acc 0.5000
Iteration 1028 | Loss 0.17329 | Acc 0.6250
Iteration 1029 | Loss 0.17329 | Acc 0.5000
